index,image_path,markdown
51,/Users/paulobautista/Documents/streamlit/image/0000990274.png,"# SERVICE REQUEST FROM R&D BY INTERNATIONAL LICENSEE OPERATIONS

| Field | Value |
|-------|-------|
| REQUEST NO.: | 25-84 |
| DATE: | March 27, 1984 |
| INITIATED BY: | P. H. HARPER |
| COMPLETION TARGET DATE: | April 13, 1984 |
| COUNTRY: | BELGIUM |
| PRODUCT: | LUCKY STRIKE Filter and VICEROY |

## NATURE OF WORK:

Advise if locally obtained Yucatan Honey (sample enclosed) is an acceptable substitute for MALMAY.

## R&D COMMENTS:

[Handwritten] Target date OK
RDA 29th.84

## BY:

## DATE:

## NOTES:

a) Nature of work should be specified in exact terms.

b) R&D should advise if completion date cannot be met.

c) Two copies of this form to be sent to R&D by initiator and R&D is to return to T.O. one completed copy.

MH/enm

0036/(r)
#2594M

[Stamp] RECEIVED APR 2 1984 P.H.H.

[Handwritten at top] rc PHH

[Footer] 620429480"
52,/Users/paulobautista/Documents/streamlit/image/82562350.png,"# Lorillard TOBACCO COMPANY

## Fax

| Field | Value |
|-------|-------|
| To: | Mr. Randy Spell |
| From: | Rick Redfield |
| Fax: | |
| Date: | May 1, 2000 |
| Cc: | Mr. Fred Paternostro |
| Fax: | 952 894-9690 |
| Re: | Legal - Iowa |
| Pages: | 4 |

- [ ] Urgent
- [ ] For Review
- [ ] Please Comment
- [ ] Please Reply
- [ ] Please Recycle

### Comments:

Attached is the Iowa Department of Revenue and Finance Minimum Legal Prices on Cigarettes as of April 3, 2000. I am attempting to obtain a copy of the actual Fair Trade Law and will forward as soon as obtained.

Rick

---

### CONFIDENTIALITY NOTE

This facsimile may contain privileged and confidential information intended only for the use of the individual or entity named above. If the reader of this facsimile is not the intended recipient or employee or agent responsible for delivering it to the intended recipient, you are hereby notified that any dissemination or copying of this facsimile is strictly prohibited. If you have received this facsimile in error, please notify us immediately by telephone (number indicated below) and return the original facsimile to us at the address below via the U.S. Postal Service.

---

205 River Ridge Circle  
P.O. Box 1623  
Burnsville, MN 55337

Telephone: (952) 894-2235"
53,/Users/paulobautista/Documents/streamlit/image/716552.png,"# BROWN & WILLIAMSON TOBACCO CORPORATION

## MATERIAL SPECIFICATION OR DESIGN CHANGE AUTHORIZATION

### NEW ITEM

**DESCRIPTION:** VICEROY Rich Lights 100's 20's Label

**BRAND(S):** VICEROY Rich Lights

**DESIGN NO.:** B1-257 **UPC NO.:** 272972 **MATERIAL NO.:** 50-034A

**TYPE CHANGE:** [x] OFFICIAL [ ] TEMPORARY

**USE:** [x] DOMESTIC [ ] MILITARY EXPORT [ ] GENERAL EXPORT [ ] CUSTOMER SPEC. (GRAVURE)

Is a material or dimensional change also involved? [ ] YES [x] NO
If yes, supply details:

| BRANCH | LOUISVILLE | PETERSBURG | MACON | WINSTON SALEM |
|--------|------------|-------------|-------|---------------|
| SCHEDULE: DATE OR INVENTORY DEPLETION | 10/30/81 | | | |
| DELIVERY DATE | 10/16/81 | | | |

### REPLACEMENT

**DESCRIPTION:** VICEROY Rich Lights 100's 20's Label

**DESIGN NO.:** 80-15 **UPC NO.:** 272972 **MATERIAL NO.:** 50-034

| BRANCH | LOUISVILLE | PETERSBURG | MACON | WINSTON SALEM |
|--------|------------|-------------|-------|---------------|
| INVENTORY DEPLETION DATE | 10/30/81 | | | |

**COMMENTS:** Material #50-034A has been assigned to the VICEROY Rich Lights 100's 20's Label with new bottom panel. Bottom now incorporates shield. On both side and bottom panels, ""VICEROY"" and ""Rich Lights"" have been inverted. Cartons and labels must change design simultaneously. The current design cannot be used in production after 10/30/81.

Copies to: J. F. Meeks
C. Lane
C. L. Domeck
J. W. Webb
L. C. Lanham
Branch QC
Branch Supply

OKYD: S. T. BEASLEY (MRS.)/jlf DATE: 9/17/81

680115980
PRODUCED FROM B&W WEB SITE"
54,/Users/paulobautista/Documents/streamlit/image/82253245_3247.png,"# STYLE LOW PRICE - PROGRESS REPORT

TO: K. A. Sparrow
FROM: R. E. Lane

SUBMISSION DATE:
JUNE 30 [X]    SEP 22 [ ]
AUG 11 [ ]      NOV 10 [ ]

SUBJECT: STYLE LOW PRICE - PROGRESS REPORT

## EFFECTIVENESS OF Transition Plan
(Report on June 30 only)

PRE-SELL: Overall pre-sell efforts were successful. Retail accounts that previously stocked Style Full Price accepted the introduction of the low price.

BIGIF / 2 FOR 1: Proved to be an excellent tool for pulling the balance of Style Full Price packs through the system. This aided the field greatly during the transition.

$7.00 CARTON COUPON/BUYDOWN: Effective in those retail calls that we could not exchange product out of. These situations were limited.

### DISTRIBUTION

#### DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION
(15 + STORES) STOCKING NO LOW PRICE STYLE

| NAME OF ACCOUNT | IND/LOR VOLUME | NO. OF STORES | NAME OF ACCOUNT | IND/LOR VOLUME | NO. OF STORES |
|-----------------|-----------------|----------------|-----------------|-----------------|----------------|
| M. Maskos & Sons | | | | | |
| Pollock Candy and Cigar | | | | | |
| McKeesport Candy Co. | | | | | |
| Sico Serv. | 104/22 | 18 | | | |
| Sheetz | 521/42 | 150 | | | |
| Thrift/Eckerd | 137/20 | 183 | | | |

#### DIRECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION
(15 + STORES) STOCKING NO LOW PRICE STYLE

| NAME OF ACCOUNT | IND/LOR VOLUME | NO. OF STORES | NAME OF ACCOUNT | IND/LOR VOLUME | NO. OF STORES |
|-----------------|-----------------|----------------|-----------------|-----------------|----------------|
| Kroger | | 21 | | | |
| Rich Oil | | 82 | | | |
| Super America | | 106 | | | |
| CVS | | 87 | | | |
| W H Smith | | 5 | | | |
| 7-11 3/8 Zon | | 23 | | | |
| Dairy Marts | | 35 | | | |
| Widman Drugs | | 43 | | | |

STYLE.XLS

Page 1 of 3 Pages"
55,/Users/paulobautista/Documents/streamlit/image/00920222.png,"# PURCHASE REQUISITION

| PURCHASING | STATIONARY |
|------------|------------|
| ☐ | ☐ |

PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIS REQUISITION

P.O. 1334 REV.10/78 LT-15-14

DATE: March 27, 1984

FOR PURCHASING DEPARTMENT USE ONLY

VENDOR: Borriston Laboratories, Inc., 5050 Beech Place Temple Hills, MD 20748

| TERMS | F.O.B. | VIA |
|-------|-------|-----|
| NET 15 | N/A | N/A |

SHIP TO (DEPT., BRANCH):
Lorillard Research Center
Attn: Dr. Connie Stone
420 English Street Greensboro, NC 27405

DATE WANTED: As required

| QUANTITY | CODE | DESCRIPTION | UNIT PRICE |
|----------|------|-------------|------------|
| | | This is your authorization to perform the ""Acute Oral Toxicity Study in the Rat"" | |
| | | tests on materials D13 and D23 supplied by Lorillard. The fixed price for each | |
| | | test is $2050 for each material, for a total price of $4100. Studies are to be | |
| | | conducted in accordance with the October 17, 1980 formal agreement between | |
| | | Borriston and Lorillard. All work is to be coordinated with our Dr. Connie Stone | |
| | | (919) 373-6666. | |

00920222

| FOLLOW UP DATE | REQUISITION NO. | ISSUED BY |
|-----------------|------------------|-----------|
| | | |

| BUDGET NO. | ACCT. NO. | DEPT. NO. | APPROVED BY |
|------------|-----------|-----------|-------------|
| | 4111 | 9590 | H. J. Minnemeyer |"
56,/Users/paulobautista/Documents/streamlit/image/0012529295.png,"# MARKET RESEARCH AUTHORIZATION
(Recommended Proposal Attached)

*Revised per GDR request, Wave II-II to be on MRA*
*AS*

Date: 10/9/87 | No. C-40

Description: CAPRI Expansion: California - A&U Wave II

Requested By: S. H. Trebilcock | Research Request Attached: Yes x No

Competitive Proposals Obtained:

| Supplier | Cost ($) | Est. Travel | Total Cost | Cost Per Interview |
|----------|----------|-------------|------------|-------------------|
| Kapuler Market Research | $ 70,825 +/- 10% | -0- | $70,825 +/- 10% | $47.22 |
| Market Facts, Inc. | $112,000 +/- 10% | -0- | 112,000 +/- 10% | $74.67 |

Projected:
- Initiation Date 8/3/87
- Field Start 9/23/87*
- Field Complete 10/11/87
- Final Report Due 11/16/87

*Actual start date on HQ point of supplier. Technically now due to start 9/7 (the 10 week post-intro period) See Project File Note) LYS 9/3/87

Summary of Research Budget:
- Total Area Budget: 780,900.00
- Current Bal. Available: (381,583.08)
- This Change: -70,825.00
  (From Current Budget)
- This Amount: -0-
  (From Next Year's Budget)
- New Balance: (452,408.08)
- Committed to Date: 1,233,308.08
  (Current Year)

Sample Size: 1,500
Recommended Supplier: Kapuler Marketing Research
Reason(s) for Recommendation: Low Bidder.

Submitted By: R. J. Spunnion | Date 10/9/87
Approved By: L. J. Spurtier | Date 10/13/87
Approved By: L. E. Gravely | Date ________
Approved By: _____________ | Date ________
Budget Check: _____________ | Date ________
              K. F. Lyle

Original - Project File
cc: S. Willinger (3)
    G. D. Raphael
    V. Hansberry (If Int.)

Project No. 1987-113CA
Account Name CAPRI

/lsbg1006
465915288"
57,/Users/paulobautista/Documents/streamlit/image/87093315_87093318.png,"# Sample No. 1194-90 Date: 3/14/90 90-B-1

Type of Cigarette 100 mm Filter
Batch Size 47.5 lbs.

Original Request Made By J.H. Bell on 2/15/90
Purpose of Sample Cigarette Modification B-451
Sample Specifications Written By C.W. Lassiter

| BLEND | CASING | RECASING | FINAL FLAVOR | MENTHOL |
|-------|--------|----------|--------------|---------|
| Attached | None | Attached | None | None |

## Cigarettes

| Attribute | Value |
|-----------|-------|
| Maker | MK 8 |
| Length | 99.0 mm |
| Filter Length | 27 mm |
| Circumference | 24.8 mm |
| Weight | 78.0g/100 |
| Paper | 81-01-07 |
| Tip. Paper | 25-04-07 |
|  | 67 mm White |
| Tip. Paper Por. | 430 |
| Glue Roller | G |
| Air Dilution | 13.0 % |

## Filters

| Attribute | Value |
|-----------|-------|
| Section A | 27 mm |
| Section B | -- mm |
| Kind | 3.3/35,000 |
|  | OG Lt. |
| Rod Length | 108 mm |
| Pressure Drop | 400 mm |
| Circumference | 24.45 mm |
| Weight | 75.3g/100 |
| Plast. | 7% Kent |
| Plug Wrap | 84-52-28 |
| Plug Wrap Por. | 655 C |
| Comb. Wrap |  |
| Comb. Wrap Por. |  |

## Wrapping

| Attribute | Value |
|-----------|-------|
| Labels | White |
| Closures | Blue |
| Tear Tape | White |
| Cartons | White |
| Markings | Sample No. on each Carton |

## Responsibility

| Attribute | Value |
|-----------|-------|
| Tobacco Blend | Lassiter/Douglas |
| Filter Production | MFG. |
| Making & Packing | James |
| Shipping | James |
| Sample Requisition (Form 02:20:06) | James |

## Requirements

| Attribute | Value |
|-----------|-------|
| Laboratory | 1 Tray |
| Other |  |

## Laboratory Analysis:
Mainstream Smoke Analysis

## Special Requirements

[Director, Product Development signature line]"
58,/Users/paulobautista/Documents/streamlit/image/83443897.png,"# FAX TRANSMISSION

[DICKSTEIN SHAPIRO MORIN & OSHINSKY logo]

DATE: January 11, 1999

CLIENT NO.: L8557.002

MESSAGE TO: Dewey Tedder

COMPANY: Lorillard Tobacco Company

FAX NUMBER: 336/373-6917

PHONE: 336/373-6750

FROM: Andy Zausner and Rob Mangas

PHONE: 202/828-2259 and 202/828-2341

PAGES (Including Cover Sheet): 2   HARD COPY TO FOLLOW: ___ YES   _X_ NO

MESSAGE: The following is for your review.

[Empty box with date stamp JAN 12 1999]

If your receipt of this transmission is in error, please notify this firm immediately by collect call to our Facsimile Department at 202-861-9106, and send the original transmission to us by return mail at the address below.

This transmission is intended for the sole use of the individual and entity to whom it is addressed, and may contain information that is privileged, confidential and exempt from disclosure under applicable law. You are hereby notified that any dissemination, distribution or duplication of this transmission by someone other than the intended addressee or its designated agent is strictly prohibited.

2101 L Street NW   Washington, DC 20037-1526   Tel 202-785-9700   Fax 202-887-0689

[Barcode: 83443897]"
59,/Users/paulobautista/Documents/streamlit/image/87332450.png,"# 47th TCRC REGISTRATION FORM

Please type or print

| Name: | Title | First | Middle | Last |
|-------|------|-------|--------|------|
|       |      |       |        |      |

Institution: ________________________________________

Address:
| Street | P.O. Box# |
|--------|-----------|
|        |           |

| City | State | ZIP Code | Country |
|------|-------|----------|---------|
|      |       |          |         |

Telephone: ______________   FAX #: ______________

Name of guest: ______________________

- [ ] Continental Breakfast on Tuesday
- [ ] Fall Foliage Tour on Tuesday
- [ ] Breakfast on Wednesday
- [ ] Craftsman Village Tour on Wednesday

| Fee Type | Amount | Your Cost |
|----------|--------|-----------|
| Advance Registration Fee: (prior to September 1) | $135.00 | _________ |
| Late Registration Fee: (after September 1) | $150.00 | _________ |
| Extra banquet ticket @ $40.00 |  | _________ |
| Ground Transportation (round trip) | $ 30.00 | _________ |
| | TOTAL | _________ |

Please complete this portion if you need transportation from and to the Knoxville Airport.

No. in Party: ________

| | DATE | TIME | CARRIER | FLIGHT # |
|-|------|------|---------|----------|
| Arrival : |  |  |  |  |
| Departure: |  |  |  |  |

Send this registration form, along with payment to the address noted below. Enclose a check or international money order payable in U.S. funds to the University of Tennessee - 47th TCRC.

Mail to: Dr. Phil F. Hunter
       U. T. Tobacco Experiment Station
       Route 5 Box 113
       Greeneville, TN 37743

Telephone: (615) 638-6532
FAX: (615) 638-6458"
60,/Users/paulobautista/Documents/streamlit/image/80728670.png,"# FIELD TRIP

| Field | Value |
|-------|-------|
| TO: | J. R. Mueller |
| DATE: | 2/28/84 |
| FROM: | Mary Anne Kaviatos |

Please make the necessary Field Trip arrangements for Ted van de Kamp

Purpose of trip: To evaluate Satin's overall performance and results of Special Cities.

Division(s) to be contacted: Boston

Dates of contact: Tuesday 3/13 and Wednesday, 3/14

Method of travel: Air X Auto ___ Train ___ Other___

Arrival date and time (include airline and flight no.): Monday, 3/12 Evening Shuttle

Hotel/Motel reservations needed: XX

Reservations made at: __________________________ Dates: _______________

Sales Personnel to be contacted: ________________________________________

Sales Personnel to be worked with: D.M.___ A.D.M.___ Sales Representative X

Return to J. R. Mueller no later than two weeks prior to anticipated trip."
61,/Users/paulobautista/Documents/streamlit/image/93213298.png,"# NEWPORT RACING EVENT SURVEY

| Field | Value |
|-------|-------|
| Location | DETROIT GRAND PRIX |
| Division | Detroit - MCA |
| Date(s) | June 11, 1995 |
| Division Mgr | R. L. Lavoie |
| Date Submitted | July 6, 1995 |

*(submit by 30 days after event)*

## Promotion Quantity:

| Item | Quantity |
|------|----------|
| Mugs | 0 |
| Displays (8) | 0 |
| Floor (40) | 0 |
| Posters | -- |

Date Rec'd: --

## Invitations:

| Field | Value |
|-------|-------|
| # Requested | 10 |
| Date Notified | |
| Date Ordered | |
| Date Rec'd | 05/01/95 |

## # Displays Placed:

| Location | Quantity |
|----------|----------|
| Counter | 0 |
| Floor | -- |
| Posters | 0 |

## Attendees:

| Category | Count |
|----------|-------|
| # Customers Invited | 8 |
| # Customers Attended | 8 |
| # Lorillard Personnel | 2 |

## Invitees' Comments:
Invitees stated the Newport hospitality tent was very difficult to locate. Also, the Indy Paddock area was not clearly identified. Most invitees were looking for the hospitality tent in a separate identified area away from the Paddock area and the Newport car transporter.

## Race Day Info:

| Category | Count |
|----------|-------|
| Event Attendance | 10 |
| Hospitality Tent Attendance | 10 |

## Quality of Hospitality Tent:

| Category | Fair | Average | Excellent |
|----------|------|---------|-----------|
| Food |  | X |  |
| Cleanliness |  | X |  |
| Service |  |  | X |

## Suggestions / Recommendations:
In the future, please specify where the Newport hospitality area will be located - at the Newport car transporter site or in a separate area. Specific directions will be needed."
62,/Users/paulobautista/Documents/streamlit/image/89856243.png,"# MARKETING RESEARCH PROJECT APPROVAL
(To be filled out by Marketing Research Department)

| Date | October 17, 1979 |
|---|---|
| PRODUCT | Triumph |
| PROJECT TITLE | Triumph Disaster Check Study |
| PROJECT # | 5546/1979 |

## Research Design (N, Cells, Eligibility, Design, Key Banner Breaks, Methodology, Cities)

Contact respondents from Buffalo and Kansas City who had previously participated in a steak knife offer. This will consist of one cell of approximately 175 respondents who are Triumph most often smokers/triers. This study is intended to provide us with any negatives associated with Triumph. Banner points will include Triumph most often smokers (we anticipate approximately 25 most often people), switchers away from Triumph (N approximately 45). It should be noted that an action standard of at least 50% be obtained in acting upon any product negatives associated with these groups—see research limitations below for additional action standard.

(See attached memo)

## Key Criteria For Analysis
- Triumph switchers asked why no longer smoking Triumph
- Present smokers of Triumph asked reasons for switching to Triumph
- Mentions of ""harshness""

## Research Limitations
Due to sample size and experience we feel 25 respondents will presently be Triumph smokers. An action standard of 75% should be utilized for judgements on product negatives only among this group.
If 75% of Triumph smokers mention ""harshness"" we could consider it a problem. If 50-75% of Triumph smokers mention ""harshness"" we could consider it a possible problem (look at other areas).
If below 50% of Triumph smokers mention ""harshness"" we could consider it not a problem.

| Cost Estimate | $2,250 | Research Firm | The Data Group, Inc. |
|---|---|---|---|
| + - 10% Contingency | yes ☒ no ☐ | | |
| Final Report Inc. | yes ☐ no ☒ | | |

| | |
|---|---|
| Prepared by: | Scott R. Benson AB |
| Length Int.: | 10 minutes |
| # Open Ends: | 4 |
| # Ratings: | 1 |
| Fielding: | 2 wks from start of fld. |
| Final: | 4 wks from start of fld. |

Approved by:
[Signatures]
Marketing Research Director
Product Manager
Group Product Manager

89856243"
63,/Users/paulobautista/Documents/streamlit/image/71108371.png,"# MIS PROJECT REQUEST
## PART I - CLIENT REQUEST

| Requested by: Karl Hutchison | Project Number: (assigned by MIS) |
|------------------------------|-----------------------------------|
| Department: BD & SS          | Date Submitted: 4/17/98           |
| Phone Number: 7970           | Date Required: 4/20/98            |

| System:                  |                                |         |
|--------------------------|--------------------------------|---------|
| REQUEST TYPE             | REASON CODE                    | PRIORITY|
| ☐ 1. Enhancement         | ☒ 1. Productivity Improvement  | ☐ Immediate |
| ☐ 2. Maintenance         | ☐ 2. Return On Investment      | ☒ High  |
| ☒ 3. Special Processing  | ☐ 3. Customer Impact           | ☐ Medium|
| ☐ 4. Ad Hoc              | ☐ 4. Government Requirement    | ☐ Low   |
| ☐ 5. Emergency           | ☐ 5. Business Change           | ☐ Defer |
|                          | ☐ 6. System Error              |         |
|                          | ☐ 7. Procedural Error          |         |

### PROBLEM DEFINITION
Description of Request:
Please run job FRMRXUM2 for GPC, Misty, and Kool against file n:\common\khutchis\892mm.lst.
Please place output in the same directory.

Reason for Request:
Calculation of 1997 STR volumes for these brands for allocation of Period 2A budgets.

Request Authorized By:
*Karl Hutchison* (signature)

---

REQUEST TYPE:
1. Enhancement - productivity improvement, new functionality, nice to have feature
2. Maintenance - fix program error, new business need
3. Special Processing - high volume file maintenance or data correction which is not part of normal processing
4. Ad Hoc - reporting requirement which is not part of normal processing
5. Emergency - application or technology failure

REASON CODE:
1. Productivity Improvement - time savings
2. Return on Investment - dollar savings
3. Customer Impact - requested change affects B&W's external customers
4. Government Requirement - required by law
5. Business Change - change in business process, or implement strategic direction
6. System Error - system is not functioning as designed
7. Procedural Error - caused by user, scheduling, operations, etc.

REQUEST AUTHORIZED BY - MUST BE AUTHORIZED BY THE DEPARTMENT DIRECTOR OR THE DESIGNATED SYSTEM OWNER BEFORE SUBMISSION TO THE MIS CLIENT SYSTEMS MANAGER.

---

N:\SHARED\FORMS\ALL\PLAN_PROJECT\PROJREQ\PARTREQ.DOC

212009596
PRODUCED FROM B&W WEB SITE"
64,/Users/paulobautista/Documents/streamlit/image/0001209043.png,"# MAGAZINE SCORES

## AUDIENCE STUDIES

| Brand | SALEM (RJR) |
|-------|-------------|
| Title | ""HEAD IN WATER"" |
| Code # | --- |
| Size | FULL PAGE |
| Magazine | TIME |
| Field Date | WEEK OF MARCH 25, 1974 |
| Location | CHICAGO, DALLAS/FORT WORTH, INDIANAPOLIS, LOS ANGELES |
|          | MEMPHIS, PHILADELPHIA, PITTSBURGH |
| Project # | 74-80 |
| Total Sample | 214 |

Sample Description: MALE AND FEMALE MENTHOL SMOKERS

| | PMG | PROVED RECALL | |
|---|---|---|---|
| | SCORE | BASE | SCORE | BASE |
| OVERALL: | 1.0 | ( 97) | 31 | (167) |

COMMENTS: Tested among a half sample of smokers. Sub-group scores subject to wide variation because of small sample size and should be averaged across several ads for meaningful information.

| SEX: | | | | |
|------|---|---|---|---|
| Male | 2.0 | ( 51) | 31 | ( 83) |
| Female | 0.0 | ( 46) | 31 | ( 84) |

| AGE: | | | | |
|------|---|---|---|---|
| Under 25 | --- | --- | --- | --- |
| 25-34 | --- | --- | --- | --- |
| 35-44 | --- | --- | --- | --- |
| 45 & Over | --- | --- | --- | --- |

| | | | | |
|------|---|---|---|---|
| Under 35 | 2.4 | ( 42) | 33 | ( 81) |
| 35 & Over | 0.0 | ( 55) | 29 | ( 86) |

| BRAND SMOKED: | | | | |
|----------------|---|---|---|---|
| Test Brand Smokers | | | 33 | ( 42) |
| All Other Smokers | | | 30 | (125) |

Date Sent 4/19/74
(PI-7653)

770205964"
65,/Users/paulobautista/Documents/streamlit/image/83635935.png,"# LOEWS CORPORATION

667 Madison Avenue, New York, N.Y. 10021-8087 (212) 545-2292 Fax (212) 935-6801

BARRY HIRSCH
Senior Vice President
Secretary & General Counsel

## FAX

### CONFIDENTIAL

DATE: June 4, 1997

TO: Dr. Spears/A.J. Stevens/R. Milstein

FROM: Barry Hirsch

TOTAL NUMBER OF PAGES INCLUDING THIS COVER SHEET - 6
IF YOU DO NOT RECEIVE ALL THE PAGES, PLEASE CALL
CAROL DOKTORSKI AT (212) 545-2934.

OUR FAX NUMBER IS (212) 935-6801.

---

THIS TRANSMISSION IS INTENDED ONLY FOR THE USE OF THE INDIVIDUAL OR ENTITY TO WHICH IT IS ADDRESSED, AND MAY CONTAIN INFORMATION THAT IS PRIVILEGED, CONFIDENTIAL AND EXEMPT FROM DISCLOSURE UNDER APPLICABLE LAW. IF THE READER OF THIS MESSAGE IS NOT THE INTENDED RECIPIENT, OR THE EMPLOYEE OR AGENT RESPONSIBLE FOR DELIVERING THE MESSAGE TO THE INTENDED RECIPIENT, YOU ARE HEREBY NOTIFIED THAT ANY DISSEMINATION, DISTRIBUTION OR COPYING OF THIS COMMUNICATION IS STRICTLY PROHIBITED. IF YOU HAVE RECEIVED THIS COMMUNICATION IN ERROR, PLEASE NOTIFY US IMMEDIATELY BY TELEPHONE AND RETURN THE ORIGINAL MESSAGE TO US AT THE ABOVE ADDRESS VIA THE U.S. POSTAL SERVICE. THANK YOU.

836935"
66,/Users/paulobautista/Documents/streamlit/image/88057519.png,"# New SATIN 100's

[Image of two Satin cigarette packs]

1982

Direct Account: ____________________

Please Ship To: ____________________

Address: __________________________

City: _____________________________

State: ____________________ Zip: ____

Delivery Date: ______________________

| NO. OF CARTONS | BRAND |
|-----------------|-------|
|                 | Satin Filter 100's |
|                 | Satin Menthol 100's |
|                 |  |
|                 |  |
|                 |  |

Signature of
Retail Purchaser: ___________________

Order Taken By
Sales Representative: _______________

DIRECT ACCOUNT

850975-13"
67,/Users/paulobautista/Documents/streamlit/image/01191071_1072.png,"# MEMORY STORAGE REPORT (NOV 12 '96 09:49PM)

(AUTO)

| FILE | FILE TYPE | OPTION | TEL NO. | PAGE |
|------|-----------|--------|---------|------|
| 893 | MEMORY TX |        | SHB     | 03   |

REMAINING CALL CAPACITY 299

[Philip Morris logo]

## Facsimile Transmission

Legal Department
120 Park Avenue
New York, NY 10017-5592

| Field     | Value                               |
|-----------|-------------------------------------|
| Date:     | 11/12/96                            |
| Attention: | John J. Mulderig c/o Mike Baker     |
| Company:  | Philip Morris Management Corp.      |
| Fax #:    | 816/545-7473                        |
| Subject:  | Fax Received                        |

2017222272"
68,/Users/paulobautista/Documents/streamlit/image/82250337_0338.png,"# COMPETITIVE PRODUCT INTRODUCTION PROGRESS REPORT

| Field | Value |
|-------|-------|
| TO: | Sam Zolot |
| FROM: | D. J. Landro |
| DATE: | 2-Dec-97 |

| MANUFACTURER: | B&W |
|----------------|------|
| BRAND: | Kool Waterfall |
| TYPE OF PACKINGS: | All Packings |

## REPORTING PERIODS:

| Oct. | Nov. | Dec. | Jan. |
|------|------|------|------|
|      | X    |      |      |

## TEST MARKET GEOGRAPHY:
Divisions 621 and 627 (Wisconsin)

## PRICE POINT:
FULL $____ P/V $____ (Indicate Distributor's Cost Per Carton)

## SALES FORCE INVOLVEMENT:
They have crew-worked distribution, and it is reported that they may crew-work it again. Sales force has been busy promoting old style packs to clear up inventory. All POS is being converted to ""B"" Kool.

## DISTRIBUTORS - ACCEPTANCE/INTRO TERMS/INTRO DEALS/INVOLVEMENT:
All accounts have the new packaging. It was not a problem obtaining new distribution. All accounts appear to have 100% distribution of new packings.

## CHAINS - ACCEPTANCE/MERCHANDISING:
This has not been a problem. New packaging is just following up on the old ""packaging"".

## INDEPENDENTS - ACCEPTANCE/MERCHANDISING:
Very well received. The old packs are being consolidated and promoted in select retail locations at 40¢ off/$4.00 off cartons.

## ADVERTISING - EFFECTIVENESS OF P.O.S.:
The theme ""B"" Kool has replaced all previous POS. They have effectively replaced all old POS. New door signage, hour signs, poster mats, and clocks have the new design. ""B"" Kool also appears on billboards in Illinois.

PAGE 1 OF 2"
69,/Users/paulobautista/Documents/streamlit/image/00836816.png,"# COMPOUND PHYSICAL PARAMETERS

| COMPOUND NUMBER | LOT NUMBER |
|-----------------|------------|
| A30             |            |

**PHYSICAL STATE**
Clear Colorless liquid

**pH**
The pH of a 50% concentration of A30 in (52.6% dioxane)/water was calculated to be 9.13 at 25°C according to the extrapolation procedures by Dr. D.D. Schickedantz, Lorillard Research Center (Accession Number 1662, Reference OR 83-81).

**SOLUBILITY**
(See SOP for Biological Solutions)

**ORAL**
Reference OR 100-32

.5g A30 soluble in .5 mL corn oil at room temperature.

**ACUTE CARDIOVASCULAR**
(See SOP for Determination of Solubility of Materials for Acute Cardiovascular and Respiratory Effects Study in Beagle Dogs)

Reference OR 100-32

.2 mg A30 soluble in .5 mL 10% propylene glycol solution at 38°C. Add A30 to warm (38°C) propylene glycol; add warm water to make 10% propylene glycol solution.

**STORAGE RECOMMENDATIONS**
Refrigerate in amber bottle at no more than 8°C.

**COMPOUND SENSITIVE TO**
- [ ] AIR
- [ ] HEAT
- [ ] MOISTURE
- [ ] OTHER ______

**SAFETY COMMENTS (SUGGESTED HANDLING PROCEDURES)**

| SIGNATURE | DATE |
|-----------|------|
| W. I. Lay | 8/10/82 |

LORILLARD RESEARCH CENTER | FORM R1 902

00686616"
70,/Users/paulobautista/Documents/streamlit/image/82200067_0069.png,"# OLD GOLD MENTHOL LIGHTS & ULTRA LIGHTS 100'S - PROGRESS REPORT

To: K. A. Sparrow

From: T. D. Blachly

| MAY 12 | | AUG 4 | |
|---------|--|-------|--|
| JUN 23  | | SEP 15 | X |

Subject: OLD GOLD MENTHOL LIGHTS & ULTRA LIGHTS 100'S - PROGRESS REPORT

## REGION:

(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE)

### DIVISION:

| DIVISION | # REPS |
|----------|--------|
| Portland | 6      |
| Boise    | 2.5    |
| Eugene   | 5      |
| Seattle South | 7  |
| Seattle North | 4  |
| Helena   | 4      |

## DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION
(15 + STORES) STOCKING NO OLD GOLD MENTHOL LIGHTS OR ULTRA LIGHTS 100'S

| NAME OF ACCOUNT | NO. OF STORES | NO. OF STORES NOT STOCKING |
|-----------------|---------------|----------------------------|
| Texaco - Seattle | 105 / 6 | 225 |
| Texaco - Portland | 91 / 3 | 27 |
| Mid-O-Clover | 20 / 2 | 15 |
| DanMart | 126 / 9 | 31 |
| Zip Trip | 106 / 4 | 18 |
| Maverick | 77 / 1 | 19 |
| Astro Gas | 600 / 7 | 20 |

Page1 of 3 Pages"
